,,Emissions Totals,,Emissions by Gas,,,,Emissions by Sector,,,,,,Energy Emissions by Sub-Sector,,,,,,Socio-economic Data,,
State,Year,Total GHG Emissions Excluding LUCF (MtCO2e),Total GHG Emissions Including LUCF (MtCO2e),Total CO2 (excluding LUCF) (MtCO2e),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),Land Use and Forestry (MtCO2e),Bunker Fuels (MtCO2e),Electric Power (MtCO2e),Commercial (MtCO2e),Residential (MtCO2e),Industrial (MtCO2e),Transportation (MtCO2e),Fugitive Emissions (MtCO2e),State GDP (Million US$ (chained 1997/2005)),Population (People),Total Energy Use (Thous. tonnes oil eq. (ktoe))
Nebraska,1994,61.5901785,55.91955139,37.32793532,10.46722858,13.55148433,0.243530273,36.96917639,1.411929925,22.51993415,0.689138043,-5.670627113,0,14.95582705,2.237314245,2.699890254,5.499032923,11.50319974,0.073912173,45806,1639041,14496.61117
Nevada,1994,39.65470429,30.62336981,36.85639138,1.475030131,1.08722476,0.236058012,36.9435923,0.806014013,1.369415704,0.53568227,-9.031334479,0,19.85273073,1.43935204,1.409602017,2.696183684,11.52268841,0.023035417,48267,1499298,12386.09619
New Hampshire,1994,16.28651469,10.43287022,15.06624991,0.572407505,0.502820046,0.145037225,15.41869182,0.163237723,0.161181146,0.543404002,-5.853644475,0,4.393241691,1.342469805,2.641940226,1.145683638,5.89535646,0,30113,1142560,6669.824093
New Jersey,1994,134.6575597,124.6745434,126.2673137,4.476503838,2.952817681,0.960924431,128.1510158,1.046906816,0.508999339,4.950637749,-9.983016294,0,15.42896936,11.10674438,18.4587151,20.50105834,62.65552858,0,265388,8014306,62549.28174
New Mexico,1994,65.23104661,62.76465429,52.46016142,10.18506395,2.280778461,0.305042788,58.98751482,1.066971821,4.456323806,0.720236167,-2.466392324,0,27.72531479,1.47290434,1.84414476,6.607502996,14.89556712,6.442080817,42030,1682398,14860.01428
New York,1994,220.4819287,167.0191182,195.1437372,16.30387877,6.654923878,2.367822435,197.4483748,3.519435493,5.100870479,14.40168147,-53.46281054,0.011566476,47.44429773,27.83469248,35.91868393,20.63846663,65.10667953,0.505554496,596435,18459470,93695.25358
North Carolina,1994,140.0178776,140.3315274,121.6699409,9.675645547,7.347034799,1.324912021,124.8585178,1.406484708,8.91089266,4.841638127,0.313649779,0.000344374,53.4167779,4.354326823,6.083619985,17.03102271,43.97277035,0,189755,7187398,56584.13863
North Dakota,1994,54.64414074,53.71369428,44.31421897,4.06944716,6.074023725,0.186450876,45.35035704,0.290934902,8.70709778,0.295751015,-0.930446454,0,30.62126377,0.900488157,1.096086307,6.556745132,5.369221428,0.80655224,15045,644804,8606.336002
Ohio,1994,283.9689821,262.2023197,252.1417081,17.28309978,12.39808202,2.146066363,258.7553915,5.021289435,10.80994393,9.382331379,-21.76666244,2.59E-05,112.2963107,11.19738323,22.53049698,45.50148012,61.98530319,5.24441735,294384,11152454,100138.8611
Oklahoma,1994,122.7778462,112.9003424,97.96578339,17.16479971,7.057334819,0.589928313,103.4582195,3.730832662,12.82880305,2.759991054,-9.877503841,0,39.56957421,2.17028437,4.103471206,22.70625166,27.86769412,7.0409439,72406,3280940,35151.21783
Oregon,1994,46.330802,-31.54595522,37.7168311,4.046810172,3.378546383,1.170677995,38.44633423,1.644869075,4.824489637,1.397172705,-77.87675722,0.017936353,5.482687481,1.748291572,2.416698821,6.128411221,22.6656287,0.00461643,76924,3121264,26053.31368
Pennsylvania,1994,300.6069629,278.8805317,270.0263081,21.85229761,6.876792841,1.82523122,282.6774918,6.250373398,6.265305969,5.38745858,-21.7264312,0.026333151,102.6645235,14.49192324,26.14538272,60.08536818,65.88420081,13.40609342,311576,12166050,96320.34393
Rhode Island,1994,13.64530782,13.12952458,12.85849004,0.374968519,0.30055,0.111299264,13.1489995,0.128041549,0.03437921,0.333887567,-0.515783241,0,2.119591477,1.39167338,2.747178529,2.629018696,4.261537417,0,25882,1015960,6024.462921
South Carolina,1994,74.28749578,54.92902399,67.00033204,3.327005192,2.95608365,1.002921526,67.69092088,1.948087436,2.348417288,2.298916804,-19.35847179,0.00115337,25.59053028,1.679318377,2.261525016,14.03554959,24.12399762,0,85856,3705397,34360.1275
South Dakota,1994,27.38845891,27.72445241,14.16327656,6.620591393,6.50937249,0.095218461,14.08479136,0.826265274,12.12740349,0.349998786,0.335993496,0,3.347061391,0.747540635,1.176581753,2.480597652,5.740061573,0.592948357,18141,730790,5954.886889
Tennessee,1994,127.7804256,68.94714432,113.0989837,7.807720362,5.595534724,1.278186767,113.7650553,3.11099853,6.878422943,4.025948823,-58.83328127,0,48.46503406,3.556323202,4.060967514,20.26158624,37.28530214,0.135842146,136301,5231438,48586.09522
Texas,1994,728.5118162,699.0282231,640.8183155,59.3520319,24.15301149,4.099430682,663.5059895,10.86302362,41.44890552,12.60487088,-29.48359312,0.089026712,193.7066905,11.26706794,12.71497056,259.9555591,162.6458515,23.21584996,505162,18564062,275173.6123
Utah,1994,64.27373551,36.9689751,57.77262199,4.243388063,2.011219916,0.246505544,59.95134493,0.825324088,2.839498047,0.657568449,-27.30476041,0,31.47136506,1.913532657,2.906718058,9.003629564,12.58397421,2.072125375,44958,1960446,14807.22116
Vermont,1994,7.305903712,-4.077045563,6.071323842,0.5806254,0.491449206,0.162505264,6.303460732,0.181191952,0.89170516,-0.070454132,-11.38294928,0,0.023996278,0.684342397,1.502389043,0.437054945,3.655678069,0,14178,583836,3428.200881
Virginia,1994,128.0913989,117.2280201,102.6783564,19.09110928,5.307972121,1.002319869,114.4056351,2.748491902,5.175225689,5.750405043,-10.86337888,0.011641231,29.23156424,5.125640831,7.200804529,17.43282345,44.33478857,11.08001347,188082,6593139,52625.00785
Washington,1994,94.50853967,56.72463297,81.59228147,5.522911277,4.797799923,2.555801738,83.24102271,3.018626475,5.822238579,2.386906642,-37.7839067,0.039745261,11.98635732,3.140561626,4.352627692,18.64937872,45.03870705,0.073390303,159470,5375161,51952.02795
West Virginia,1994,130.836766,118.3927506,107.5496987,21.24042119,1.5469735,0.499672615,126.0361748,2.025072149,1.254975275,1.520543798,-12.44401537,0,73.53508069,1.837634477,2.574998461,16.45618848,12.72897724,18.90329543,35963,1820421,18582.64702
Wisconsin,1994,114.9715207,85.23292306,95.09787876,11.43725927,7.723035274,0.713344627,96.6577518,1.398547748,12.3059069,4.60931148,-29.73859761,2.75E-06,36.46752773,5.13494399,10.24145509,16.02484538,28.7889796,0,135190,5133678,41215.54648
Wyoming,1994,83.34919574,89.58241775,68.19965619,12.68616123,2.345488111,0.11789021,80.31290703,0.985036565,1.856751432,0.194500713,6.233222012,0,43.11106352,1.01110896,0.832380902,10.6681641,6.113220297,18.57696925,15105,480283,10292.01132
United States,1994,6270.378303,5393.634397,5401.663757,508.3846514,313.6705097,46.22300122,5578.537485,123.0199387,401.397095,166.987401,-876.7439059,0.436383359,1929.93764,230.0482532,370.4175183,1141.793349,1737.317283,169.0234405,7288327,263125821,2245725.589
Alabama,1995,161.6633583,92.74635174,133.7553637,21.77801318,5.112932945,0.996897109,147.374303,4.827521168,5.608316199,3.833066576,-68.9170066,0.020151423,64.777027,1.98100433,3.408488241,28.21261232,33.95698101,15.03819007,98024,4296800,49704.60365
Alaska,1995,50.86539701,19.79355279,42.23519804,8.238915015,0.287421267,0.103336121,49.07698456,1.398323017,0.048485415,0.341077444,-31.07184422,0.000526567,2.414901219,2.514331779,1.840043226,21.45993805,12.55514697,8.292623326,27608,604412,17745.86986
Arizona,1995,75.94312139,86.58338969,67.64407151,3.877350671,2.921354618,1.50034459,68.39987834,2.518411253,3.406402862,1.618428935,10.64026831,0,32.45782968,1.805880066,1.753047494,4.702127918,27.59659801,0.084395175,112019,4432499,27191.15019
Arkansas,1995,75.86097749,37.53275803,59.5406792,8.527409185,7.255975892,0.536913217,60.55205481,1.70353146,11.89451274,1.710878479,-38.32821946,0,24.07682597,1.804858093,2.749573361,11.54857868,19.44439256,0.927826152,55836,2535399,25975.42178
California,1995,413.727353,379.5950429,357.4873012,31.50562841,18.42146082,6.208995944,366.165927,11.93859601,22.22833916,13.29052414,-34.13231015,0.103966703,37.16532766,17.10157688,27.22049528,69.91673383,210.5813451,4.180448233,940599,31696582,184014.0158
Colorado,1995,90.1499908,79.61837031,73.39387744,10.89832163,5.079790402,0.778001333,79.54610129,1.413019734,8.439844795,0.751024987,-10.53162049,0,32.66187228,4.055333807,6.220321822,7.594829767,23.69739589,5.316347724,116821,3826653,27177.08882
Connecticut,1995,40.80810659,37.09786386,37.6746559,1.290874333,1.251887303,0.590689056,37.98059491,0.654176354,0.315295462,1.858039859,-3.710242725,0,8.0386114,3.838219936,7.950356468,2.768659821,15.38474729,0,128538,3324144,19511.88143
Delaware,1995,18.97012378,19.13543907,17.72894221,0.305413166,0.79787008,0.137898325,17.95811251,0.143552421,0.574840647,0.293618205,0.165315293,0,6.672583154,0.57488866,1.186648522,4.944067361,4.579924809,0,29941,729734,6683.12947
District Of Columbia,1995,4.789739145,4.730079692,4.438871729,0.06252411,0.136131609,0.152211698,4.577556693,0.159608402,0,0.05257405,-0.059659454,0,0.22247226,1.436060625,0.978198319,0.026385674,1.914439815,0,49889,580517,4813.648436
Florida,1995,233.0068349,199.4074271,210.3415893,11.63391514,8.122609582,2.88994291,211.33574,4.99409269,6.821099563,9.837124664,-33.59940783,0.018777934,97.5700451,4.353557171,1.558043254,16.56580114,91.20784442,0.080448954,358419,14537875,90822.19938
Georgia,1995,168.5936187,121.8768742,153.0165034,6.655373705,7.395567185,1.525628619,155.2886723,3.103564065,6.530622052,3.670214532,-46.71674445,0.000545752,64.23937557,4.162653029,7.362197318,20.03222888,59.49221747,0,209292,7328413,65954.929
Hawaii,1995,21.96704901,21.72609985,20.22871312,0.938483906,0.581115186,0.203532603,20.10452927,0.431102157,0.535669152,0.88054423,-0.240949157,0.015204197,7.527037773,0.319804557,0.041803124,1.988015572,10.22786825,0,39552,1196854,7485.9376
Idaho,1995,22.32977488,-9.294810125,13.95163421,4.12950763,3.834220456,0.414412589,13.94210109,0.946610003,7.010124977,0.430938808,-31.62458501,0,0.002650158,0.853531302,1.010543478,3.81858036,8.256795793,0,27995,1177322,11687.03471
Illinois,1995,252.1860208,242.2081275,212.0933112,18.98129464,18.81876921,2.292645835,218.131545,5.447199697,18.87697378,9.730302385,-9.977893361,0,67.20831818,12.54325399,28.62161538,45.59038121,59.00452953,5.163446685,374858,12008437,97191.19092
Indiana,1995,230.5454894,216.6963165,210.2316214,7.42651062,11.09944389,1.78791347,211.3025938,4.534989718,11.08611742,3.621788515,-13.84917292,0,102.2927295,5.695447761,10.45304705,45.60227955,46.28517133,0.973918528,153785,5851459,65984.18571
Iowa,1995,106.2651161,97.9063242,74.72203544,12.02209629,18.94447801,0.576506382,74.20023676,2.319657482,28.10694086,1.638281026,-8.358791924,0,30.47429562,3.175651135,5.810546473,15.99496672,18.74477681,0,74568,2867373,27867.10364
Kansas,1995,100.4115527,92.83866249,73.18178747,15.57817087,11.1320314,0.519562912,76.39463127,3.394574191,18.93306938,1.689277806,-7.572890161,0,29.05646383,3.233593719,4.471277979,14.71169352,19.97204571,4.949556509,67531,2601007,26851.53548
Kentucky,1995,158.5912655,139.8614294,137.8293689,13.45050689,5.858814482,1.45257525,144.7276844,2.914380831,8.062534713,2.886665574,-18.72983614,0,77.66629574,3.157249608,5.004182486,21.36522601,31.25099301,6.283737533,94259,3887427,42944.03588
Louisiana,1995,244.4208678,220.2967749,226.2707491,12.81505374,4.227537146,1.02459428,228.3140714,7.216476445,6.052404448,2.754981963,-24.12409294,0.082933553,40.14957548,1.504588258,3.075411904,121.1039692,55.47849834,7.002028259,120333,4378779,106080.6694
Maine,1995,21.68512129,8.391424077,19.89032694,0.658661063,0.795799899,0.340329677,19.61475757,1.127347504,0.390905337,0.552107168,-13.29369722,3.71E-06,1.263188319,1.539596891,3.994757754,5.063907805,7.753306802,0,28769,1243480,11751.29364
Maryland,1995,79.68399218,77.17946874,71.57542141,3.85427777,3.040781237,1.210951813,72.46455517,1.906225376,1.851948347,3.458703346,-2.50452344,0.002559949,27.22583011,4.818241072,7.020626743,6.907650626,26.38607208,0.106134533,144424,5070033,33419.88088
Massachusetts,1995,86.44936996,81.60552138,80.31148154,2.870902804,2.103136389,1.162702115,80.74518423,1.34419933,0.295713247,4.06312604,-4.843848581,0.001147111,21.36578324,9.006352203,14.94230412,5.250217549,30.18052712,0,203189,6141445,35901.43444
Michigan,1995,212.0014048,221.7732629,191.6672431,10.35297862,8.174601786,1.806581299,192.4556536,4.980226555,7.107460227,7.458064418,9.771858152,0,70.37843155,12.22269954,24.99982949,27.2668553,56.66229285,0.925544842,264125,9676211,75582.25108
Minnesota,1995,112.003479,138.6049119,90.76548348,6.637616375,13.65390428,0.946315493,91.89781575,1.19316286,17.26107349,1.651267529,26.60143293,0.000159393,30.68206247,5.943596699,9.514792145,14.45132993,31.3060345,0,138724,4660180,40557.50992
Mississippi,1995,62.65469127,8.409977957,52.74620661,4.90604893,4.41812381,0.584311924,53.78119591,1.409019873,5.939941567,1.524533916,-54.24471331,0,15.26533174,1.377135082,1.936684449,10.20071709,24.38205897,0.619268584,56528,2722659,28452.28823
Missouri,1995,144.0117297,125.1543634,120.4480187,11.36935958,10.74419773,1.450153777,119.3416612,5.171639555,16.02149935,3.476929661,-18.85736636,0,55.59588962,4.765362451,8.347245852,10.06512798,40.54587608,0.022159207,144371,5378247,42559.84313
Montana,1995,42.28710865,-4.23153974,31.57447545,6.282176088,4.021745078,0.408712036,33.28831375,0.812902052,8.03254758,0.153345269,-46.51864839,0,16.75218864,0.831721794,1.29301715,5.400653048,7.36479645,1.645936664,18036,876553,9791.119324
Nebraska,1995,63.42606084,59.4866749,39.94782449,10.46574929,12.67248572,0.340001345,39.60989276,1.482652841,21.62104126,0.712473969,-3.93938594,0,16.93920106,2.205813551,2.716844763,5.524744387,12.15461395,0.068675045,46556,1656992,15207.56685
Nevada,1995,39.17773131,30.1350396,36.18707204,1.535981659,1.129136315,0.325541296,36.08966624,1.090625729,1.413728077,0.583711265,-9.042691705,0,18.26930806,1.439956017,1.333732832,3.068369319,11.95997495,0.018325063,51081,1581578,12751.08686
New Hampshire,1995,16.35640325,10.49911758,15.16796245,0.475175654,0.497873193,0.21539195,15.5109303,0.238757734,0.159484243,0.44723097,-5.857285668,0,4.322525963,1.226526392,2.771239527,1.058599598,6.132038819,0,32379,1157561,6739.097731
New Jersey,1995,134.7622792,124.8350187,126.113902,4.345846999,2.875970956,1.426559222,127.8328972,1.519939576,0.448616596,4.960825796,-9.927260485,0,16.98464429,10.12535845,16.42893598,20.76233988,63.53161863,0,271764,8083242,62431.19653
New Mexico,1995,63.920283,61.46777882,50.7785683,10.4464936,2.268277756,0.426943343,57.63659211,0.967120391,4.562836677,0.753733816,-2.452504175,0,27.39121178,1.472158536,1.782416859,6.923895312,13.50659988,6.560309743,42733,1720394,14641.81114
New York,1995,226.3969653,173.1099309,200.6541777,15.87452534,6.416727477,3.438572594,203.0258299,4.681524836,4.882546372,13.794102,-53.28703439,0.012962202,51.26520152,27.07777145,34.88390601,22.4595166,66.81229835,0.527135972,608937,18524104,94879.6337
North Carolina,1995,147.4674462,147.7710647,127.9471429,10.37548958,7.391826134,1.752509446,131.1654975,1.843718198,9.479506195,4.978246098,0.303618434,0.000478194,56.44167731,4.16752558,6.714719455,18.19712264,45.64445255,0,199056,7344674,59422.871
North Dakota,1995,55.16535483,54.24352227,44.25583051,4.254945048,6.410168102,0.244411175,45.38312098,0.357744526,9.123242886,0.301246438,-0.921832557,0,29.82380562,0.910145555,1.152206991,7.132280858,5.368247058,0.996434899,15325,647832,8811.939353
Ohio,1995,286.0710722,264.6578598,254.7600748,16.23509718,12.29674582,2.779147951,260.9111041,5.851154576,10.74043226,8.56837478,-21.41321233,6.39E-06,113.4962035,11.65261304,23.19368592,44.48079564,63.05977003,5.028035999,304834,11202751,101872.6424
Oklahoma,1995,124.9488934,115.1569485,99.07645483,17.89344807,7.189085279,0.789905227,104.6035333,4.028725169,13.66404673,2.652588189,-9.791944922,0,41.50743719,2.353470935,4.045407291,22.91069189,26.62996192,7.156564087,73889,3308208,34503.2359
Oregon,1995,44.21653914,-30.67860343,35.01553565,4.239774223,3.504280522,1.443665487,35.70734697,1.930850144,5.103578418,1.461480353,-74.89514256,0.013283254,2.743627776,1.819399161,2.283506037,6.566303375,22.29024804,0.00426258,81919,3184369,26242.6633
Pennsylvania,1995,304.5094996,282.8478281,272.9737842,22.14738219,6.790641348,2.568807888,285.9999721,7.424769697,6.137382864,4.918490983,-21.66167153,0.028883986,105.7395807,14.32339012,25.2720159,59.97319716,66.58870555,14.10308258,321832,12198403,97762.74253
Rhode Island,1995,12.96183865,12.45670871,12.12185646,0.383739383,0.285213451,0.171029355,12.39097878,0.19266544,0.032626379,0.345568052,-0.505129944,0,1.980884842,1.269078692,2.536367559,2.234586102,4.370061586,0,26552,1017002,5744.117625
South Carolina,1995,73.61845797,54.26631793,65.94370817,3.470357398,2.962564337,1.240946395,66.72160474,2.13124538,2.341258418,2.423467757,-19.35214004,0.000881676,24.68257191,1.742901961,2.334153325,13.83059089,24.13138666,0,89046,3748582,35693.08434
South Dakota,1995,27.39523483,27.96372478,13.95639005,6.990709271,6.310159715,0.137975793,13.9561777,0.845161208,12.23253924,0.36135668,0.568489957,0,3.087663244,0.786472036,1.236030122,2.276642134,5.849213469,0.720156693,18520,737925,6044.672982
Tennessee,1995,134.3739883,75.53198165,119.6201669,7.491389905,5.687726293,1.574705229,120.4224812,3.330021994,7.010498956,3.610986129,-58.84200664,0,53.36641716,3.617168347,4.186185192,19.92729766,39.17296915,0.152443712,140814,5326936,49026.60903
Texas,1995,731.6420607,702.331061,641.8909719,60.54006856,23.80487088,5.311809181,665.6282496,12.30843216,41.20278003,12.40825867,-29.31099971,0.094340184,193.6583796,13.07241428,12.25521471,261.5437779,160.3026719,24.79579117,530666,18958751,280036.6015
Utah,1995,68.03948223,40.75024676,59.77192407,5.837573107,2.064029934,0.365955123,63.21739834,1.139162109,2.960048919,0.722872864,-27.28923547,0,29.56817737,1.867981978,2.880430463,10.17593147,13.62468102,5.100196035,48212,2014177,16059.03536
Vermont,1995,7.362330902,-4.016735353,6.073130877,0.603480897,0.467943245,0.217775884,6.265824031,0.257944155,0.878820355,-0.04025764,-11.37906626,0,0.030050548,0.599405728,1.45263276,0.397666691,3.786068305,0,14211,589002,3358.272055
Virginia,1995,129.2316827,118.4124201,105.1786439,17.36337416,5.296082474,1.383372045,115.1326963,3.198907781,5.175113828,5.714754695,-10.8192626,0.010210152,30.47640756,5.368298036,7.276926726,17.53803946,45.0549663,9.418058191,193402,6670693,54241.76233
Washington,1995,92.99720337,55.06988862,79.60521133,5.477056222,4.98836487,2.890450637,81.12714501,3.477618415,5.894211155,2.46210848,-37.92731475,0.036120306,8.386540307,3.219552901,4.243423849,18.07436276,47.13024987,0.073015327,160182,5481027,53177.25659
West Virginia,1995,128.4738707,116.0405913,105.6053998,20.73661621,1.52238068,0.609473968,123.7436084,1.919895701,1.256778592,1.553587967,-12.43327938,0,73.11644197,1.79562333,2.478360145,15.14327712,12.84823404,18.3616718,36902,1823700,18628.61105
Wisconsin,1995,117.5007822,125.4826769,98.0081641,10.63366783,7.840580964,1.018364326,99.58220076,1.688484765,12.44349133,3.786600368,7.981894699,0.000004953,38.30306644,5.502450524,10.38907834,16.07268334,29.3149221,0,138010,5184836,42791.04925
Wyoming,1995,83.7207902,89.95093726,66.82090882,14.35507597,2.409152348,0.135653057,80.70150245,0.8887039,1.926993922,0.20358993,6.230147058,0,40.47840332,0.949807826,0.865540684,10.05905582,7.0394948,21.30919999,15539,485160,10167.04662
United States,1995,6345.608905,5465.015465,5462.219738,509.2204021,311.3139895,62.41162829,5641.328706,140.7999366,402.1242865,160.9128281,-880.5934405,0.443147598,1945.262372,233.1814749,367.4780603,1148.885303,1770.516126,176.0053699,7539096,266278393,2295474.494
Alabama,1996,166.5455442,97.60252942,139.7961827,20.16143825,5.422271781,1.149620525,151.7709084,5.041117515,5.79986425,3.917623067,-68.94301477,0.016030988,69.97333007,2.180803235,3.827939989,29.04572145,33.37330628,13.36980735,101379,4331102,50526.05947
Alaska,1996,51.35168036,20.28115499,43.10249269,7.824132106,0.297004077,0.127150659,49.64219617,1.306607121,0.050322257,0.351653974,-31.07052537,0.000900833,2.536842316,2.723694252,1.822439607,22.53323909,12.23602327,7.78995764,27271,608569,18114.48927
Arizona,1996,78.84241874,81.76286536,70.00601967,3.919323197,3.154957327,1.762118544,70.33879086,3.284640713,3.588375186,1.630611982,2.920446619,0,32.45338355,1.889931262,1.720114408,4.883540702,29.31733892,0.074482013,120869,4586940,28852.9615
Arkansas,1996,78.97704018,52.24248497,62.18877014,8.003835725,8.154614414,0.629819904,63.26729076,1.805317725,12.33395897,1.570472726,-26.73455521,0,26.33292918,1.911926717,2.903434248,11.32953745,19.85137503,0.938088131,58346,2572109,26415.75919
California,1996,418.0302511,384.1918464,358.9834923,32.05388339,19.29876695,7.593717642,367.1150066,13.94365415,23.1810462,13.69015332,-33.83840469,0.100390845,32.84976936,14.83516543,27.43623625,73.0553449,214.6558868,4.282603851,978299,32018834,187107.1127
Colorado,1996,93.63859096,83.12775715,76.37890233,10.95996926,5.355269645,0.944449729,82.4070971,1.56816863,8.860447404,0.802877827,-10.51083381,0,34.37096602,4.254494301,6.566826715,7.852243694,24.25194628,5.110620089,123144,3919972,28432.02777
Connecticut,1996,43.59265399,39.90245703,40.44430776,1.19267484,1.241923044,0.713748347,40.74457894,0.771656761,0.274228008,1.802190278,-3.690196964,0,9.08528995,4.130492729,8.432835282,2.89706827,16.19889271,0,131913,3336685,20490.30541
Delaware,1996,19.69873178,19.86335418,18.37881358,0.279049375,0.890538306,0.150330518,18.60664738,0.155716996,0.658288534,0.278078863,0.164622404,0,6.602725949,0.728035829,1.285808284,4.933189976,5.056887347,0,30503,740977,6950.446585
District Of Columbia,1996,4.7858844,4.732635672,4.395142355,0.062942289,0.150345205,0.177454551,4.54963865,0.184777498,0,0.051468252,-0.053248728,0,0.135397617,1.436954124,1.079703573,0.025375578,1.872207758,0,49232,572377,4751.077886
Florida,1996,239.9552187,206.3417783,216.2920026,11.67818844,8.51368111,3.440445223,217.0924837,5.706531907,6.94799029,10.17731149,-33.6134404,0.030901293,102.3396093,4.180912467,1.726551631,16.59332375,92.16504664,0.087039981,376851,14853360,93022.67686
Georgia,1996,173.6440441,127.3953334,157.0497208,6.895346609,7.883472568,1.815344865,159.8773061,3.045531137,6.840718779,3.880328754,-46.24871067,0.000159295,64.00142525,4.176696801,8.020430847,20.70126088,62.97749234,0,223307,7501069,69909.14586
Hawaii,1996,21.00312249,20.77081488,19.20424536,0.937290603,0.598789288,0.249091789,19.23897992,0.300890062,0.529691453,0.919855606,-0.232307614,0.013705452,7.79968734,0.245342782,0.041709635,2.086354359,9.065885805,0,39132,1203755,7139.06542
Idaho,1996,23.30380352,-9.702904924,14.42361175,4.326331083,4.072027519,0.481833168,14.41938183,1.0333143,7.405834985,0.445272401,-33.00670844,0,0.012395181,0.979004911,1.106335924,3.903438573,8.418207244,0,28927,1203083,12537.72204
Illinois,1996,267.906172,258.0205931,226.2720173,18.14460063,20.773682,2.715872014,232.1683119,5.922173753,20.34177631,9.473909989,-9.885578898,0,74.89854257,13.35764242,30.95611022,46.89378505,61.1401546,4.922077046,389704,12101997,99324.38553
Indiana,1996,235.840145,222.0086673,214.777164,7.50414963,11.53653556,2.022295734,216.1061781,4.703912145,11.21522486,3.814829872,-13.83147764,0,103.880747,6.049166859,11.80627037,47.74761251,45.58230097,1.040080407,160020,5906013,68111.73562
Iowa,1996,109.6968435,101.1909161,77.26750373,11.27153283,20.48010861,0.677698349,76.77487717,2.457906607,28.80043866,1.663621081,-8.505927472,0,30.43043321,3.764506557,6.506675797,16.02987109,20.04339052,0,78834,2880000,28945.06596
Kansas,1996,107.5978155,100.0615064,78.25712622,15.82270127,12.90290536,0.615082661,81.36853933,3.53917237,20.898211,1.791892811,-7.536309072,0,33.35584472,3.530766537,5.092553196,14.68833298,19.85095134,4.850090552,70361,2614554,27613.2683
Kentucky,1996,160.0803044,141.3577057,139.1923126,12.94431705,6.339495337,1.604179424,145.6393218,3.083999907,8.450546058,2.906436703,-18.72259876,0,80.00902811,3.224819017,5.231804059,21.87479724,29.52076683,5.778106517,97781,3919535,43396.67069
Louisiana,1996,251.2062709,227.1207025,231.8229407,13.41966587,4.731622945,1.171052468,234.4006932,7.463080999,6.407034965,2.87447283,-24.08556842,0.060988964,35.82691279,1.575571973,3.366359081,125.0645736,60.78627627,7.780999476,121489,4398877,110590.6377
Maine,1996,22.27177448,-8.006798152,20.36312662,0.671870014,0.837746359,0.398847591,20.13361992,1.130667152,0.431216032,0.576087481,-30.27857263,0.00018389,1.120093052,1.697067536,4.109825296,5.200494958,8.006139081,0,29627,1249060,12132.84043
Maryland,1996,82.33070223,79.84985132,74.03357938,3.613826229,3.273477242,1.407204616,74.67051323,2.396008611,2.006552577,3.255013047,-2.480850908,0.002614762,27.72397203,4.310838772,7.89470828,7.531299632,27.09576388,0.113930635,147889,5111986,34395.53291
Massachusetts,1996,87.11398467,82.30708816,81.00284338,2.508107182,2.19220295,1.409922507,81.47548977,1.565420541,0.302630699,3.769535009,-4.806896514,0.000908654,20.80283987,9.107229358,14.74153636,5.248718079,31.5751661,0,214299,6179756,36535.12821
Michigan,1996,217.5928339,227.4070773,197.1792799,10.20634573,8.035263036,2.171945256,198.1557002,5.361205779,6.650196485,7.425731434,9.814243314,0,72.4599038,12.74363503,26.66820069,27.81614617,57.49604457,0.971769986,273563,9758645,78116.69855
Minnesota,1996,117.8166218,144.450066,95.67506887,6.608695002,14.41467211,1.118113719,96.84941413,1.354703828,17.97066325,1.641768497,26.63344422,7.21E-05,31.27807792,6.319729248,10.78511435,16.16587638,32.30061622,0,147643,4712827,42339.59882
Mississippi,1996,66.21182571,11.99497106,55.58537635,4.910217166,5.031517022,0.684715166,56.68562644,1.509022547,6.442076127,1.575100589,-54.21685465,0,16.95471987,1.580277394,2.222168927,10.58290101,24.67422112,0.671338132,58230,2748085,29100.69855
Missouri,1996,152.2417704,133.4438171,126.9058114,11.51000494,12.1437625,1.682191534,125.9253796,5.381861284,17.32889803,3.605631546,-18.79795333,0,58.1907789,5.368035109,9.431978049,10.22652469,42.67894872,0.029114084,150268,5431553,44720.35408
Montana,1996,40.00881244,-6.549640321,28.74049385,6.434755493,4.381989552,0.45157355,30.52852139,0.843979866,8.469102045,0.167209136,-46.55845276,0,14.01128416,0.953758709,1.487682855,5.074794469,7.269026401,1.731974803,18342,886254,9946.32352
Nebraska,1996,67.46736174,63.58191653,41.08657329,10.82316995,15.15769695,0.399921547,40.72859321,1.581492451,24.42019882,0.737077251,-3.885445213,0,16.96444779,2.331418643,3.107274301,4.990914314,13.26829365,0.066244518,49276,1673740,15996.46481
Nevada,1996,42.5468075,34.38892118,39.33245418,1.58066373,1.235165524,0.398524066,38.85659457,1.618369623,1.433881778,0.637961528,-8.157886315,0,19.64645966,1.612583436,1.465722429,2.727860771,13.3880851,0.015883176,55725,1666320,13882.74947
New Hampshire,1996,16.64340973,10.77988297,15.46115337,0.397112619,0.522186678,0.262957059,15.76795094,0.280165137,0.162153165,0.433140482,-5.863526762,0,4.112626986,1.362748488,2.946109055,1.043763561,6.302702853,0,34858,1174719,7050.388108
