,,Emissions Totals,,Emissions by Gas,,,,Emissions by Sector,,,,,,Energy Emissions by Sub-Sector,,,,,,Socio-economic Data,,
State,Year,Total GHG Emissions Excluding LUCF (MtCO2e),Total GHG Emissions Including LUCF (MtCO2e),Total CO2 (excluding LUCF) (MtCO2e),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),Land Use and Forestry (MtCO2e),Bunker Fuels (MtCO2e),Electric Power (MtCO2e),Commercial (MtCO2e),Residential (MtCO2e),Industrial (MtCO2e),Transportation (MtCO2e),Fugitive Emissions (MtCO2e),State GDP (Million US$ (chained 1997/2005)),Population (People),Total Energy Use (Thous. tonnes oil eq. (ktoe))
Michigan,2008,201.7086654,140.6369792,181.1216593,10.57725594,6.368346847,3.641122185,178.2228649,9.146431692,7.418114036,6.92097364,-61.07168617,0.000281134,71.71547905,10.60809151,21.77341069,20.19539313,52.64911014,1.281380344,345605,9946889,73815.15592
Minnesota,2008,125.3012084,75.96834542,102.0949151,7.021396105,14.2244767,1.959687808,101.4303661,2.475807034,19.30524017,2.089062409,-49.33286297,0.000732637,32.79287851,6.551973615,9.678244954,16.94941656,35.45785251,0,242141,5247018,48400.80273
Mississippi,2008,79.92567709,27.18075649,68.58715037,5.674224506,4.558662061,1.10564016,67.34058298,4.53924951,6.115972104,1.929872499,-52.7449206,0,25.26538591,1.529748755,1.814070333,10.78466903,26.20048581,1.746223145,87128,2947806,29517.85235
Missouri,2008,165.1426559,140.2057472,142.032861,9.464825609,11.14560318,2.499366101,139.2915544,6.737989566,17.265234,1.847877978,-24.93690873,0,73.87240847,4.582637895,7.702759004,11.84966563,41.27454332,0.009540067,222177,5923916,49478.58865
Montana,2008,51.13220106,7.456772346,38.21408889,8.334055679,4.028240083,0.555816412,41.14227383,1.234554689,8.462065233,0.293307307,-43.67542872,0,19.71515021,1.016148723,1.85238688,6.474974443,8.492908136,3.590705441,31946,976415,11575.85418
Nebraska,2008,79.76149465,69.82913447,47.87375054,14.65080416,16.56709918,0.669840776,47.05265558,2.02967443,29.57132913,1.107835518,-9.932360183,0,21.72271278,2.090397084,2.900102024,7.586081483,12.65112081,0.102241391,77702,1796378,20164.77727
Nevada,2008,46.07603516,39.70487511,41.73820751,2.402538998,0.966466963,0.968821688,41.45173269,1.658823351,1.429680687,1.535798439,-6.371160052,0,17.8757279,1.79940827,2.342437766,2.754662754,16.67243759,0.007058409,119826,2653630,17663.51764
New Hampshire,2008,19.302593,9.984241689,18.93018556,-0.439715339,0.329198819,0.482923964,19.05481753,0.493255078,0.18164652,-0.427126126,-9.318351311,0,6.587935232,1.433037581,2.758630158,0.831429549,7.443785008,0,54456,1315906,7655.581154
New Jersey,2008,139.5601939,135.2832928,131.7855479,2.835158652,1.782921057,3.156566322,131.1876873,3.7369061,0.48067137,4.154929177,-4.27690114,0,18.55114575,10.68507449,15.96175591,11.29149871,74.69821242,0,443833,8711090,65672.94574
New Mexico,2008,78.81102915,77.35026077,57.86866253,18.21114111,2.006655453,0.72457006,70.01792922,1.590181827,6.08134865,1.121569445,-1.460768373,0,30.32937345,1.753295497,2.359736763,8.502996151,14.60955124,12.46297612,69047,2010662,17467.74213
New York,2008,222.5136349,202.0802892,195.2197803,15.31566113,4.535449666,7.341781996,194.735356,8.98125286,5.529050217,13.16701402,-20.43334572,0.100961819,42.71148024,25.95657337,35.64854417,13.70590628,76.13188547,0.580966458,987442,19212436,98124.55806
North Carolina,2008,171.2741604,145.7759799,149.2909789,11.94595454,6.405546059,3.631519133,150.2459089,4.668638356,10.64128788,5.718163535,-25.4981805,0.000161781,72.70021222,5.008866999,6.09003675,11.72830321,54.71848971,0,377869,9309449,68373.13083
North Dakota,2008,65.90594719,65.1559638,51.16261844,5.861219421,8.636481814,0.245627508,53.68665854,0.508619278,11.42823544,0.282433932,-0.749983392,0,32.72484359,1.016668328,1.323656921,8.425841714,6.506165163,3.689482824,28624,657569,11224.37048
Ohio,2008,303.0820685,280.2640023,274.5436652,14.16714591,9.782188963,4.589068448,269.6854415,16.76940044,10.40315941,6.224067131,-22.81806624,0,124.9950982,11.11313698,19.413333,38.83736442,70.50893638,4.817572496,430097,11515391,101251.9012
Oklahoma,2008,144.8423632,135.8666649,115.3858507,21.52636011,6.566175378,1.363976967,122.782003,4.441988206,14.7208977,2.897474258,-8.975698304,0,50.87038419,2.664578937,4.175656545,22.32668277,33.02124251,9.723458064,134407,3668976,40015.76941
Oregon,2008,53.64670287,55.5421767,43.94812626,4.381725786,3.146614859,2.161323529,43.64428084,3.008055752,5.276143674,1.709310167,1.89547383,0.008912435,9.99033397,2.048654978,2.977069867,5.37200372,23.25078959,0.00542871,170182,3768748,26512.75237
Pennsylvania,2008,303.9129067,269.8997539,277.0603938,17.00271049,5.169343729,4.660910083,283.0447578,12.9298613,6.386215708,1.532523216,-34.01315286,0.019548682,118.090313,11.76325595,25.69812926,44.8200388,68.83768688,13.83533397,498227,12612285,99735.36543
Rhode Island,2008,12.32838205,11.00043437,11.29268069,0.482765842,0.177261323,0.37567419,10.89688721,0.896573598,0.057386967,0.477534275,-1.327947675,0,2.884943289,0.943478968,2.25798325,0.540561876,4.269919826,0,43424,1055003,4929.66729
South Carolina,2008,97.37419974,61.46369305,89.24609826,3.784471543,2.372769232,1.966967354,87.68100353,4.443494015,2.242270544,3.003538301,-35.9105067,0.003893355,40.99953758,1.756997527,1.975310573,11.63942673,31.30973111,0,146164,4528996,41508.97036
South Dakota,2008,32.6151363,25.98814263,15.89150874,7.266233234,9.15945743,0.2979369,15.41214534,1.091051462,15.71668239,0.395257117,-6.626993667,0,3.884174721,0.79183355,1.233036202,3.076489587,6.183695764,0.242915512,34302,799124,8970.495093
Tennessee,2008,140.9990328,113.9514727,126.9576915,6.472516308,4.969250859,2.599574159,124.2260404,6.951929197,6.852967336,2.968095887,-27.04756012,0,52.55940203,3.684420874,4.485749365,19.48004639,43.87483296,0.141588789,230791,6247411,57815.16317
Texas,2008,767.0254712,749.9094655,668.8088768,67.77864016,20.22307263,10.10514558,691.8667601,20.66669861,41.18282061,13.19945594,-17.11600566,0.109735934,228.1670868,10.84244867,12.15327895,208.5433733,201.3972059,30.76336644,1077144,24309039,289355.0524
Utah,2008,79.98200996,54.37727771,69.92348989,7.320304337,1.74810704,0.990108693,73.56338653,2.076872515,3.24456242,1.097188495,-25.60473225,0,37.78934378,2.427112716,3.905673684,7.788850903,17.39432656,4.25807889,103861,2663029,19437.94587
Vermont,2008,7.158662418,0.021867336,6.058368748,0.515872509,0.360458835,0.223962326,6.160983477,0.239489666,0.907311806,-0.149122531,-7.136795081,0,0.015286755,0.622660876,1.356904333,0.502649427,3.663482086,0,22772,624151,3716.78644
Virginia,2008,137.6517959,105.5862202,120.0053349,10.74085183,4.008095121,2.895157888,123.2203394,5.01851786,5.115665914,4.294916482,-32.06557568,0.002356219,35.95159678,4.969434,7.107781786,16.43563035,53.86202409,4.893872428,366445,7833496,64439.25003
Washington,2008,94.37558672,56.22613264,81.35056516,5.617241958,4.026261458,3.345173779,81.37386833,4.278326525,5.922311536,2.764735966,-38.14945408,0.036344361,12.71633118,3.912157912,5.690845377,15.32278081,43.73175306,0,308180,6562231,51692.04391
West Virginia,2008,138.7380221,105.9235418,113.183765,23.47068043,1.1956526,0.887924044,132.9247104,3.23227028,1.176927385,1.404113959,-32.8144803,0,83.54513473,1.578721461,2.011185836,13.22032949,11.30265358,21.26668535,51591,1840310,19657.10659
Wisconsin,2008,124.9616438,66.05585024,106.5302174,9.306104272,7.050219765,2.075102376,106.5787833,3.313925389,13.29152912,1.777405954,-58.90579354,0,44.07676221,6.510008188,10.37191443,14.72363887,30.89645963,0,218801,5640996,47979.4154
Wyoming,2008,90.64866095,97.9747563,69.75180532,18.44293837,2.235747477,0.218169781,87.10282397,1.352368293,1.85271319,0.340755501,7.326095351,0,43.74653125,0.877221267,0.973380193,12.59406528,8.807061943,20.10456403,31369,546043,13603.71456
United States,2008,6937.814463,5925.324312,5988.213379,531.8922732,296.6083337,120.59338,6071.745008,260.6617404,454.7558431,150.1447745,-1012.490152,0.507097285,2314.663178,227.3939958,361.9960992,1008.976994,1969.410506,189.3042344,13016791,304093966,2501447.471
Alabama,2009,145.5397406,93.26337252,124.8116171,15.06075229,3.853165373,1.803496609,131.4768102,6.971943779,4.862460051,2.217817304,-52.27636812,0.010709259,65.32255418,1.908046227,2.545922439,17.61278468,33.29885719,10.78864553,149843,4757938,46042.67669
Alaska,2009,42.97095199,11.84983709,37.894463,4.588776758,0.23272006,0.254992172,42.10918585,0.26017051,0.086350583,0.51524505,-31.1211149,0,3.144388633,2.22527065,1.780412277,16.82370555,13.79193411,4.343474626,44215,698895,15913.3818
Arizona,2009,104.33705,106.2342505,94.64444844,3.645550418,2.724949726,3.322101445,94.77798517,4.233521373,4.973199601,0.352343879,1.897200504,0,52.21028771,2.211750709,2.203856342,4.269663113,33.82915162,0.053275678,221405,6343154,34992.76289
Arkansas,2009,81.10154643,50.23316223,64.01985656,8.729693506,7.261255821,1.090740545,63.77878478,3.419882876,12.09837397,1.804504808,-30.8683842,0,28.71080229,2.507441039,2.280982346,8.148634565,20.73997716,1.390947381,89776,2896843,26306.36783
California,2009,445.9650707,419.4497913,380.4997791,36.43893361,14.52912941,14.37581758,384.1612206,18.4881556,29.09909607,14.09518742,-26.51527934,0.121410948,47.9985785,15.75828033,28.61071885,66.49225232,221.449199,3.852191614,1667152,36961229,197715.0259
Colorado,2009,121.7325108,112.7797386,94.26263087,21.03434825,4.485753619,1.949778063,106.4875221,3.049292564,9.584685228,2.611010926,-8.952772219,0,38.1291493,4.73397341,7.796441094,13.3783273,29.93439368,12.5152373,225984,4972195,37089.54411
Connecticut,2009,40.78295863,35.2824023,38.2180798,0.556521095,0.719675327,1.288682411,36.89768293,1.596804012,0.345738713,1.942732981,-5.500556328,0,6.509997708,3.296807021,8.218897315,2.111303132,16.76067775,0,195237,3561807,19325.32896
Delaware,2009,13.09211465,11.94673906,11.98668326,0.173703771,0.698618778,0.233108836,12.12402832,0.237175586,0.627306249,0.103604492,-1.145375589,0,3.796282153,0.841134587,1.046743224,1.494009665,4.945858692,0,55352,891730,6602.64202
District Of Columbia,2009,3.931596832,3.879344899,3.490676739,0.049350761,0.061540318,0.330029014,3.26315221,0.610186819,0,0.058257803,-0.052251934,0,0.036775204,1.2005669,0.817326776,0.036086844,1.172396486,0,87172,592228,4828.894181
Florida,2009,256.4580192,221.8599208,231.6243312,12.07215677,5.754403686,6.969323544,227.9951752,9.724202025,5.993683332,12.70715459,-34.59809848,0.037804055,109.3912248,4.851667844,1.533242229,10.47416867,101.7341628,0.010708899,648642,18652644,104651.2486
Georgia,2009,180.6776236,134.8716243,164.1382017,7.315993746,5.537477335,3.676916082,164.3725468,5.408355622,5.891314979,4.996371514,-45.8059993,0.009034671,72.45784917,3.562483215,7.23243378,14.4088859,66.71089472,0,353817,9620846,73807.52045
Hawaii,2009,21.73876715,21.46962967,19.79237652,1.040385396,0.435354434,0.469708361,19.06897277,0.712257066,0.47712764,1.47946724,-0.269137478,0.000942436,7.617556508,0.347977958,0.088821076,1.41092576,9.603691467,0,57902,1346717,6966.901909
Idaho,2009,27.59710295,26.99097719,15.66140557,7.246609704,3.750781402,0.938306272,15.64244172,1.228724223,10.19678077,0.529156227,-0.606125759,0,0.679359298,1.051310101,1.744070812,3.299765675,8.867935834,0,49949,1554439,12771.70012
Illinois,2009,267.6633587,243.7480828,229.3777234,14.34155022,19.18756954,4.756515568,231.8336334,7.714542933,20.499147,7.616035319,-23.91527587,0,88.85055685,13.27305149,25.40057343,31.26230049,69.69085994,3.356291249,561154,12796778,97610.48669
Indiana,2009,242.7848471,230.3799126,219.7565841,8.175530671,12.1782798,2.674452589,209.7764472,16.60820984,13.24707372,3.153116358,-12.40493458,0,106.5838761,5.844870223,9.002027335,44.05154636,41.74735016,2.546777006,227383,6459325,68898.03802
Iowa,2009,125.6729405,121.2403163,86.7082415,15.84214782,21.98982248,1.132728703,85.82446825,2.68531751,35.59566792,1.567486825,-4.432624175,0,36.74161404,4.711757113,5.204021251,17.65718586,21.50988998,0,121742,3032870,36479.78994
Kansas,2009,109.716471,97.4709558,76.49178044,17.86975866,14.29894579,1.0559861,79.53018265,3.44793143,25.13612297,1.60223394,-12.24551519,0,34.86368881,2.02256314,4.503741753,13.15889142,20.15860047,4.822697051,110420,2832704,28705.64477
Kentucky,2009,168.9055382,146.3623304,147.4566377,13.68488913,5.741177944,2.022833355,153.0084906,4.932803773,8.405400963,2.55884286,-22.5432078,0,85.45216159,2.370400153,3.74484732,20.92463276,33.26448796,7.251960778,135180,4317074,48895.44523
Louisiana,2009,212.9964289,188.8232733,196.1054143,11.18210691,3.958357929,1.719766639,199.1196899,5.620604806,6.359198107,1.866152884,-24.17315564,0.030783142,37.77552556,2.012447337,2.219321822,103.0550009,47.8388348,6.218559546,189853,4491648,95218.26562
Maine,2009,20.80720336,3.436338719,19.18417828,0.4752169,0.663454389,0.480126266,18.99441297,0.983334158,0.544658426,0.280570289,-17.37086464,0.004227517,2.411146493,1.842133323,3.06104056,2.936650666,8.743441924,0,44770,1329590,10407.40018
Maryland,2009,79.56119534,73.44947678,73.26636553,1.971103893,2.066104066,2.256782404,72.55691305,3.15159869,1.594950175,2.256893978,-6.111718558,0.000839446,24.04967596,4.793137466,6.567286462,4.646444051,32.38411909,0.116250029,255757,5730388,37006.7887
Massachusetts,2009,77.70125461,70.9545627,73.15160646,0.674157542,1.103074737,2.772195457,71.80373104,2.95011324,0.288518782,2.658671128,-6.74669191,0.000220422,17.32726268,5.822207504,13.99627022,3.249725626,31.40826501,0,327739,6517613,34717.6843
Michigan,2009,188.7248933,127.3858607,168.5813387,10.3638138,6.117304899,3.662433338,167.3941821,7.156724971,7.443937281,6.730046338,-61.33903255,2.54E-06,68.36193503,10.31330666,20.67834951,15.62920884,51.08758505,1.323797057,314260,9901591,68246.72975
Minnesota,2009,117.481536,68.12818604,94.32040677,7.071685225,14.10236754,1.986770137,93.51463535,2.488332509,19.21724694,2.261014873,-49.35334999,0.000306351,30.0094112,6.332561916,9.126721744,15.10326842,32.94267208,0,233758,5281203,45310.90617
Mississippi,2009,74.03431532,21.25299904,63.43047573,5.186266192,4.299179887,1.118393515,63.28822856,3.367041355,5.972542252,1.406503153,-52.78131628,0,22.76401598,1.47447326,1.805936641,9.914855176,25.53518314,1.793764367,83702,2958774,28255.30313
Missouri,2009,159.0887441,134.3334749,135.6230749,9.42063607,11.60990925,2.43512386,132.9158701,6.577681822,17.75834203,1.836850181,-24.75526917,0,71.19141281,4.179949517,7.120953182,9.93771469,40.46986853,0.015971355,212591,5961088,46959.41211
Montana,2009,46.65927252,2.972785693,33.99481903,8.088012146,4.077703512,0.498737834,36.77376518,1.064732374,8.48677554,0.33399943,-43.68648683,0,17.02436343,1.420190356,1.804556446,5.00681835,8.12160613,3.396230465,31271,983982,10687.29189
Nebraska,2009,80.63014112,70.95782612,48.13861217,14.45652456,17.35344984,0.681554543,47.64607878,1.679347395,30.15733894,1.147376011,-9.672315007,0,22.95465382,1.873415846,2.708825658,7.240224488,12.77762193,0.091337029,77625,1812683,19708.66493
Nevada,2009,44.43345688,38.04828702,40.14991839,2.358466757,0.936913685,0.98815805,39.9374737,1.555837183,1.455869865,1.48427613,-6.385169859,0,18.04762592,1.789567755,2.354024013,2.667973398,15.07128182,0.007000789,110001,2684665,16469.88927
New Hampshire,2009,17.15627892,7.81673674,17.29554476,-0.951572098,0.321912471,0.490393786,17.42914018,0.49952276,0.193038183,-0.965422209,-9.339542175,0,5.312423864,1.385114467,2.608102084,0.759595434,7.363904333,0,53475,1316102,7534.925579
New Jersey,2009,122.2240204,117.875079,114.8206098,2.554086893,1.642746153,3.206577526,114.3309058,3.539983278,0.478716808,3.874414497,-4.348941341,0,14.57689809,11.15830971,15.69028078,9.670540062,63.23487714,0,424871,8755602,60285.95652
New Mexico,2009,79.50656876,78.0313603,58.27415717,18.54558988,1.945638957,0.741182754,71.14817356,1.079171657,6.131905159,1.147318386,-1.475208457,0,32.49372098,1.561641749,2.252885213,7.830291847,14.30590753,12.70372624,70239,2036802,16673.77905
New York,2009,205.126714,184.630482,179.12342,14.45274373,4.083802426,7.37173045,178.2448257,8.74608852,5.254047929,12.78673444,-20.49623201,0.095017387,34.23501608,25.15266934,32.91799411,11.38747568,73.97578372,0.575886772,974078,19307066,93463.41747
North Carolina,2009,154.9523371,129.3092076,133.0718881,12.19635386,6.057774931,3.625126035,134.1968229,4.281293974,10.34545693,6.127569052,-25.64312955,0.001194199,62.72272081,5.285385156,5.848591407,10.18638567,50.1537399,0,372219,9449566,64900.83069
North Dakota,2009,64.72364125,63.96871354,49.49772848,6.107188627,8.868334211,0.250389937,52.15800421,0.626511146,11.64669371,0.292432194,-0.754927716,0,32.38867396,0.973008218,1.165435444,7.495580471,6.117556692,4.017749427,29497,664968,10986.58727
Ohio,2009,274.3124443,250.8547072,243.6602358,15.2574928,10.87323863,4.52147704,245.1841499,10.41066305,11.86025586,6.857375463,-23.45773706,0,111.6102486,10.90111316,18.61071762,33.02301189,65.86580254,5.173256036,405483,11528896,93392.10266
Oklahoma,2009,138.9373553,129.8511758,109.4190082,21.51938268,6.608290212,1.390674166,117.1687271,4.221487394,14.87865671,2.668484042,-9.086179501,0,49.48579101,2.734695665,3.936334758,19.42910075,31.66622,9.916584923,132059,3717572,37780.91971
Oregon,2009,51.45243412,53.29676413,42.02270319,4.25760625,2.947038014,2.218657569,41.86559766,2.912083424,4.904844914,1.763479024,1.84433001,0.006429102,8.780165978,2.070176926,3.001975747,4.678202169,23.3288726,0.00620424,164711,3808600,25780.50305
Pennsylvania,2009,279.2511991,244.9393002,251.8665119,17.64145424,4.999851993,4.721028266,259.9906161,11.51498559,6.448186185,1.275058562,-34.31189894,0.022352707,110.9636341,10.90323595,20.13506194,35.51485,67.64687925,14.82695482,482665,12666858,91670.71954
Rhode Island,2009,12.6922302,11.35883115,11.63731457,0.496383032,0.177860694,0.380671906,11.47983405,0.661850939,0.065109582,0.485435629,-1.333399044,0,3.013502122,1.050263946,2.364665479,0.676299899,4.3751026,0,42741,1053646,4845.072309
South Carolina,2009,90.69187458,54.74060208,83.80897042,2.864179179,2.098480273,1.917862373,83.07716089,3.438839603,2.051599052,2.121892699,-35.95127251,0.002382336,36.75630317,1.582350807,1.957019442,10.93859714,31.84289034,0,139913,4589872,39867.7723
South Dakota,2009,33.02749227,26.43131551,15.48311604,7.238319371,10.00173889,0.30431798,15.19208244,0.909794473,16.57516299,0.350452372,-6.596176769,0,3.369457509,0.816278693,1.164564181,3.185506575,6.402741525,0.25353396,34354,807067,9211.42825
Tennessee,2009,119.3073875,92.1696498,105.5369097,6.265091509,4.95951944,2.545866854,103.7911281,5.669481425,6.787125081,3.059652885,-27.13773768,0,38.1452916,3.698754511,4.387147585,14.99831679,42.42896819,0.132649417,221902,6306019,52991.9389
Texas,2009,734.6376213,717.0243183,635.2072661,69.08140208,19.94770917,10.30448682,661.5970601,17.91418421,41.72837577,13.30124405,-17.613303,0.096757112,217.3703578,11.15645889,11.82846912,196.374891,193.1495653,31.71731801,1071959,24801761,282382.4554
Utah,2009,74.80387385,49.18227588,65.0540785,7.090162223,1.637672878,1.021960251,68.91070307,1.829603765,3.100501009,0.963066009,-25.62159797,0,34.94318997,2.373387458,3.795648855,6.779135736,16.75312208,4.266218971,102863,2723421,18802.31173
Vermont,2009,7.341731245,0.203877517,6.3248223,0.413997027,0.376101973,0.226809945,6.451133497,0.247536297,0.917513115,-0.274451664,-7.137853727,0,0.014576387,0.677381352,1.548361893,0.488294583,3.722519281,0,22108,624817,3899.458175
Virginia,2009,126.0096005,93.64300662,108.9604279,10.28075845,3.810647834,2.956206958,111.9373312,4.653798053,4.942537549,4.474374403,-32.36659385,0.001559296,30.91710875,4.916454692,7.027747902,12.7664193,51.83999336,4.469607163,363730,7925937,61509.0684
Washington,2009,91.20566588,52.96796799,78.93449956,5.240542953,3.94127583,3.057559249,79.06573486,3.837079614,5.892894299,2.378168817,-38.23769789,0.031788289,12.59662772,3.71906014,5.752485646,14.09215959,42.90540176,0,300785,6667426,51555.563
West Virginia,2009,117.3905647,84.56096954,90.36395757,25.12029902,1.080190718,0.826117401,112.2096307,2.559412198,1.194275972,1.427245836,-32.82959516,0,65.18356653,1.56292131,1.956321358,9.082413974,11.58014247,22.84426505,51881,1847775,17791.68269
Wisconsin,2009,116.0980214,57.21371722,97.5267462,8.988108375,7.480505708,2.102661156,97.61086929,3.122475515,13.91814086,1.446535772,-58.88430423,0,39.27664195,5.847394818,9.417482887,12.90464789,30.16470174,0,212592,5669264,44744.69687
Wyoming,2009,86.06987373,93.42815368,66.47927933,16.97976141,2.38782466,0.223008327,82.48491054,1.201064044,2.029184398,0.354714751,7.35827995,0,41.68239721,0.890735324,0.956391487,11.85807175,8.449940907,18.64737386,32439,559851,13157.58124
United States,2009,6499.705581,5482.553671,5551.150923,530.7539741,295.9765966,121.350326,5671.598253,221.801737,457.7431302,148.0886989,-1017.15191,0.473761211,2106.252046,224.9895353,343.5220508,900.5227429,1902.865432,193.4464466,12592668,306771529,2383220.505
Alabama,2010,159.4092177,107.0881883,138.9209931,14.77549769,3.75491924,1.945437244,144.3837948,8.119543641,4.726127767,2.16738098,-52.32102946,0.012370486,75.50913841,2.132783459,2.907227868,18.92656114,34.35763357,10.55045039,153839,4784762,49342.23373
Alaska,2010,43.97037372,12.84378741,38.96289686,4.489064417,0.242018551,0.276393891,43.07355439,0.281916231,0.086885302,0.528017797,-31.12658631,0,3.036140938,2.616204625,1.706546433,16.14194644,15.16293218,4.409783775,43472,714046,16198.36382
Arizona,2010,105.5466036,107.414834,96.21441696,3.522528638,2.402755184,3.406902853,96.19810582,4.385433457,4.555213442,0.40785092,1.868230358,0,54.10561799,2.372248442,2.346035827,4.651560409,32.66778645,0.054856694,221016,6410810,35045.15281
Arkansas,2010,87.52005308,55.55858493,69.51090157,9.722955902,7.111756831,1.174438776,68.66081964,4.314212249,12.63113311,1.913888084,-31.96146816,0,32.1767103,2.575737997,2.381881411,9.123958707,20.76899295,1.633538273,92075,2922750,28233.00151
California,2010,442.2104356,415.6916857,376.5760568,35.97129652,14.17024988,15.36469723,379.5777647,19.60146587,28.84555268,14.05751716,-26.51874985,0.128135167,43.56192023,15.96647686,29.19413072,68.5046581,218.6208209,3.729757877,1672473,37334410,197707.3401
Colorado,2010,125.5450408,116.5818352,96.69170629,22.34338094,4.435034498,2.074919098,110.2093503,3.25935225,9.428303879,2.648034414,-8.963205598,0,39.5357266,4.266967447,7.924798937,14.19090026,30.3616953,13.92926174,230976,5048472,38150.49671
Connecticut,2010,41.08730067,35.56804714,38.491114,0.537623752,0.667608105,1.390954806,37.15420122,1.671134819,0.325492338,1.936472289,-5.519253521,0,7.634767485,3.372524974,7.678242587,2.005153054,16.46351312,0,197613,3576616,19296.47544
Delaware,2010,13.11155854,11.95670246,12.07108883,0.149111204,0.644636325,0.246722181,12.19275324,0.251006168,0.584487624,0.083311505,-1.154856081,0,4.189740449,0.83293114,1.063759591,1.51842381,4.587898249,0,55496,899824,6372.796677
District Of Columbia,2010,3.997551908,3.944183353,3.537083726,0.049412181,0.055638726,0.355417276,3.336183631,0.60250994,0,0.058858337,-0.053368555,0,0.187583199,1.165174124,0.824893257,0.018042397,1.140490653,0,89968,604989,4704.005076
Florida,2010,274.1173999,239.4357243,249.4908553,11.47575871,5.611093276,7.502263396,245.1909751,10.7738414,5.999299122,12.11585498,-34.68167567,0.037429285,118.3179991,5.330654827,1.705021226,11.86819948,107.9421663,0.026934231,650291,18845967,108919.4017
Georgia,2010,188.8479261,142.9160578,173.7319777,6.005019747,5.232910052,3.866463133,173.4972187,5.989865655,5.649362164,3.699924062,-45.93186828,0.011555496,77.78703422,4.036829222,8.414591391,15.30410697,67.95465694,0,358843,9714748,78625.17562
Hawaii,2010,21.78912324,21.51251136,19.77821479,1.058606511,0.423812079,0.524429007,18.97151761,0.839110171,0.468455937,1.505978675,-0.276611884,0.004060855,7.340518259,0.344081069,0.08733853,1.395172289,9.804407459,0,59673,1364274,6946.339054
Idaho,2010,28.53388409,27.87765393,16.53560511,7.321357569,3.69256243,0.984358984,16.49250392,1.284543726,10.1991837,0.557652743,-0.656230163,0,0.67021397,1.07684028,1.637724542,3.462471772,9.645253361,0,50734,1570784,13127.01415
Illinois,2010,274.1471437,250.1209064,236.3965118,13.97135857,18.74720895,5.032064367,237.7763335,9.492091506,20.12693514,6.75178358,-24.02623737,0,92.48655839,11.64458968,24.03390673,36.85526308,68.85903813,3.896977475,571228,12840459,100215.6946
Indiana,2010,255.8585146,243.5701443,232.7655539,8.323447212,11.90214984,2.867363633,220.1682398,19.37262118,13.10455692,3.213096729,-12.28837028,0,111.7107721,5.497335391,8.75328188,47.83510841,43.76587242,2.605869503,241927,6489856,72786.10599
Iowa,2010,131.0361495,126.5824785,91.89707601,15.78155726,22.14105982,1.216456359,90.83986233,2.927858331,35.69572892,1.572699875,-4.453671002,0,40.30386134,4.516091945,4.875058909,19.24272597,21.90212416,0,124011,3050321,37893.76342
Kansas,2010,109.0809426,96.79375086,76.83856688,17.74924464,13.35717492,1.135956203,79.73945841,3.806249771,23.95711092,1.578123545,-12.28719178,0,34.94839701,1.975707576,4.220934899,13.64104132,19.9517888,5.001588805,113324,2858837,29439.91006
Kentucky,2010,175.7023619,153.1665316,154.652383,13.64480458,5.24669381,2.158480516,159.1767425,6.169498727,7.837660202,2.518460474,-22.5358303,0,92.37338494,2.380968418,3.793836768,19.48595189,33.78636198,7.356238483,141977,4346655,50089.1492
Louisiana,2010,234.8748497,210.7343305,217.3318435,11.64113793,4.026896639,1.845285432,219.8711769,6.271266837,6.834087723,1.868632043,-24.14051916,0.02968619,42.59267767,1.962246985,2.667783478,115.6235879,50.75149981,6.273381071,200944,4544125,102948.2863
Maine,2010,20.51144836,3.132115811,18.90145916,0.467591403,0.624426454,0.513724919,18.65590635,1.052795618,0.513385062,0.285114906,-17.37933255,0.004246421,2.627840805,1.738089371,2.77207338,2.857566005,8.66033679,0,45564,1327585,10445.85474
Maryland,2010,78.49431094,72.33978689,72.30797584,2.035774308,1.880785751,2.268423893,71.47231654,3.22735109,1.468183113,2.325109051,-6.154524049,0.001351146,24.63709625,4.603929999,6.659021216,4.495871639,30.95154998,0.124847452,264321,5787998,37286.8568
Massachusetts,2010,79.46622602,72.68780274,75.05324567,0.475400362,1.018584972,2.918863821,73.6091811,3.113662711,0.274467264,2.468783744,-6.778423276,0.000131196,18.04533824,6.758009058,13.722604,3.697343254,31.38588656,0,340159,6563259,35753.05933
Michigan,2010,191.4058137,130.0234576,171.7665664,9.580271791,6.197512353,3.861150126,168.279364,9.493356926,7.702950928,5.929828841,-61.38235604,0.000312975,69.4703533,9.403209503,19.05015194,18.20933373,50.85379474,1.292520783,329812,9877670,69923.66082
Minnesota,2010,119.3516688,70.02106622,95.0677081,7.150151634,15.00744294,2.126021737,94.10559223,2.706636387,20.2042245,2.334871297,-49.33060262,0.00034443,29.18954175,5.752347155,8.409554653,17.33717909,33.41696958,0,240418,5310737,47092.33988
Mississippi,2010,79.93684359,27.11848407,69.56522291,4.910627892,4.266527707,1.194465078,68.39659454,4.307182891,6.126714378,1.106351776,-52.81835952,0,26.13215148,1.552012426,1.99139975,11.31833297,25.70082702,1.701870893,85363,2969137,29922.75915
